publish_date,entities
"September 26, 2022","[{""text"": ""Ned Price"", ""label"": ""PER""}, {""text"": ""Antony J Blinken"", ""label"": ""PER""}, {""text"": ""Pakistani"", ""label"": ""MISC""}, {""text"": ""Bilawal Bhutto Zardari"", ""label"": ""PER""}, {""text"": ""Pakistan"", ""label"": ""LOC""}, {""text"": ""USPakistan"", ""label"": ""LOC""}, {""text"": ""Afghanistan"", ""label"": ""LOC""}]"
"June 22, 2022","[{""text"": ""Ned Price"", ""label"": ""PER""}, {""text"": ""Wendy R Sherman"", ""label"": ""PER""}, {""text"": ""European External Action Service"", ""label"": ""ORG""}, {""text"": ""Stefano Sannino"", ""label"": ""PER""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Russia"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""USEuro Atlantic"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Moldova Georgia"", ""label"": ""LOC""}, {""text"": ""Western Balkans"", ""label"": ""LOC""}]"
"November 3, 2021","[{""text"": ""World Leaders Summit Forest Day"", ""label"": ""MISC""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Global"", ""label"": ""ORG""}, {""text"": ""Forests"", ""label"": ""MISC""}, {""text"": ""Critical Carbon Sinks"", ""label"": ""ORG""}, {""text"": ""USUSCongressional"", ""label"": ""LOC""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Critical Carbon Sinks"", ""label"": ""ORG""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""United States"", ""label"": ""LOC""}]"
"January 18, 2022","[{""text"": ""Antony J Blinken"", ""label"": ""PER""}, {""text"": ""Kyiv Berlin"", ""label"": ""LOC""}, {""text"": ""Geneva"", ""label"": ""LOC""}, {""text"": ""European Allies"", ""label"": ""MISC""}, {""text"": ""Russia"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Blinken"", ""label"": ""PER""}, {""text"": ""Kyiv Ukraine"", ""label"": ""LOC""}, {""text"": ""Volodymyr Zelenskyy"", ""label"": ""PER""}, {""text"": ""Dmytro Kuleba"", ""label"": ""PER""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""US EmbassyDepartment"", ""label"": ""LOC""}, {""text"": ""Russia"", ""label"": ""LOC""}, {""text"": ""Blinken"", ""label"": ""PER""}, {""text"": ""Berlin"", ""label"": ""LOC""}, {""text"": ""Germany"", ""label"": ""LOC""}, {""text"": ""Russia"", ""label"": ""LOC""}, {""text"": ""Russian"", ""label"": ""MISC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Allies"", ""label"": ""MISC""}, {""text"": ""Russia"", ""label"": ""LOC""}, {""text"": ""Annalena Baerbock"", ""label"": ""PER""}, {""text"": ""Transatlantic Quad"", ""label"": ""MISC""}, {""text"": ""Geneva Switzerland"", ""label"": ""LOC""}, {""text"": ""Russian"", ""label"": ""MISC""}, {""text"": ""Sergey Lavrov"", ""label"": ""PER""}, {""text"": ""Russia"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Russia"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}]"
"April 11, 2022","[{""text"": ""BLINKEN"", ""label"": ""ORG""}, {""text"": ""Jaishankar"", ""label"": ""PER""}, {""text"": ""Singh"", ""label"": ""PER""}, {""text"": ""Lloyd Austin"", ""label"": ""PER""}, {""text"": ""Washington"", ""label"": ""LOC""}, {""text"": ""New Delhi"", ""label"": ""LOC""}, {""text"": ""Modi"", ""label"": ""PER""}, {""text"": ""Biden"", ""label"": ""PER""}, {""text"": ""COVID"", ""label"": ""MISC""}, {""text"": ""-"", ""label"": ""MISC""}, {""text"": ""19"", ""label"": ""MISC""}, {""text"": ""COVID"", ""label"": ""MISC""}, {""text"": ""-"", ""label"": ""MISC""}, {""text"": ""19"", ""label"": ""MISC""}, {""text"": ""Quad Vaccine Partnership"", ""label"": ""MISC""}, {""text"": ""Australia"", ""label"": ""LOC""}, {""text"": ""Japan"", ""label"": ""LOC""}, {""text"": ""Indo Pacific"", ""label"": ""LOC""}, {""text"": ""India"", ""label"": ""LOC""}, {""text"": ""ASEAN"", ""label"": ""ORG""}, {""text"": ""Russia"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Moscow"", ""label"": ""LOC""}, {""text"": ""Russia"", ""label"": ""LOC""}, {""text"": ""United"", ""label"": ""LOC""}, {""text"": ""India"", ""label"": ""LOC""}, {""text"": ""Indo"", ""label"": ""MISC""}, {""text"": ""Russia"", ""label"": ""LOC""}, {""text"": ""Europe"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Russian"", ""label"": ""MISC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""UN"", ""label"": ""ORG""}]"
"June 3, 2022","[{""text"": ""Ned Price"", ""label"": ""PER""}, {""text"": ""Antony J Blinken"", ""label"": ""PER""}, {""text"": ""UN"", ""label"": ""ORG""}, {""text"": ""Hans Grundberg"", ""label"": ""PER""}, {""text"": ""Yemen"", ""label"": ""LOC""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Yemen"", ""label"": ""LOC""}, {""text"": ""Blinken"", ""label"": ""PER""}, {""text"": ""Yemenis"", ""label"": ""MISC""}, {""text"": ""Taiz"", ""label"": ""LOC""}, {""text"": ""Yemeni"", ""label"": ""MISC""}, {""text"": ""UN"", ""label"": ""ORG""}]"
"August 29, 2023","[{""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""AIM"", ""label"": ""MISC""}, {""text"": ""-"", ""label"": ""MISC""}, {""text"": ""9"", ""label"": ""MISC""}, {""text"": ""Mavelin"", ""label"": ""MISC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Russia"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Russia"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}]"
"October 25, 2021","[{""text"": ""White House"", ""label"": ""LOC""}, {""text"": ""CDC"", ""label"": ""ORG""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""USUSCOVID"", ""label"": ""LOC""}, {""text"": ""-"", ""label"": ""MISC""}, {""text"": ""19er"", ""label"": ""MISC""}, {""text"": ""Information"", ""label"": ""ORG""}, {""text"": ""United States"", ""label"": ""LOC""}]"
"May 13, 2022","[{""text"": ""Ned Price"", ""label"": ""PER""}, {""text"": ""Wendy Sherman"", ""label"": ""PER""}, {""text"": ""Washington"", ""label"": ""LOC""}, {""text"": ""Saleumxay Kommasith"", ""label"": ""PER""}, {""text"": ""Lao People ' s Democratic"", ""label"": ""ORG""}, {""text"": ""Republic"", ""label"": ""LOC""}, {""text"": ""US-"", ""label"": ""LOC""}, {""text"": ""Laos"", ""label"": ""MISC""}, {""text"": ""ASEAN"", ""label"": ""MISC""}, {""text"": ""LaossMekong"", ""label"": ""LOC""}, {""text"": ""Sherman"", ""label"": ""PER""}, {""text"": ""Putin"", ""label"": ""PER""}, {""text"": ""Ukraine"", ""label"": ""LOC""}]"
"July 28, 2022","[{""text"": ""Canada"", ""label"": ""LOC""}, {""text"": ""France"", ""label"": ""LOC""}, {""text"": ""Germany"", ""label"": ""LOC""}, {""text"": ""Italy Japan"", ""label"": ""LOC""}, {""text"": ""United Kingdom"", ""label"": ""LOC""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""America"", ""label"": ""LOC""}, {""text"": ""European Union"", ""label"": ""ORG""}, {""text"": ""Foreign Ministers of Canada France Germany"", ""label"": ""ORG""}, {""text"": ""Italy Japan"", ""label"": ""LOC""}, {""text"": ""United Kingdom"", ""label"": ""LOC""}, {""text"": ""United States of America"", ""label"": ""LOC""}, {""text"": ""European Union"", ""label"": ""ORG""}, {""text"": ""Myanmar"", ""label"": ""LOC""}, {""text"": ""Myanmar"", ""label"": ""LOC""}, {""text"": ""Myanmar"", ""label"": ""LOC""}, {""text"": ""Kyaw Min Yu"", ""label"": ""PER""}, {""text"": ""Ko Jimmy"", ""label"": ""PER""}, {""text"": ""Aung Thura zaw"", ""label"": ""PER""}, {""text"": ""Hla Myo Aung"", ""label"": ""PER""}, {""text"": ""Myanmar"", ""label"": ""LOC""}, {""text"": ""Myanmar"", ""label"": ""LOC""}, {""text"": ""ASEAN"", ""label"": ""ORG""}, {""text"": ""ASEAN Five Point Consensus"", ""label"": ""MISC""}, {""text"": ""United Nations"", ""label"": ""ORG""}, {""text"": ""asean"", ""label"": ""MISC""}, {""text"": ""United Nations"", ""label"": ""ORG""}, {""text"": ""Myanmar"", ""label"": ""LOC""}]"
"February 27, 2023","[{""text"": ""Uzra Zeya"", ""label"": ""PER""}, {""text"": ""Amman Jordan"", ""label"": ""LOC""}, {""text"": ""Muscat"", ""label"": ""LOC""}, {""text"": ""Oman"", ""label"": ""LOC""}, {""text"": ""Zeya"", ""label"": ""PER""}, {""text"": ""Amman Jordan"", ""label"": ""LOC""}, {""text"": ""US-"", ""label"": ""LOC""}, {""text"": ""Jordan"", ""label"": ""MISC""}, {""text"": ""USJordan"", ""label"": ""LOC""}, {""text"": ""USJordanian"", ""label"": ""LOC""}, {""text"": ""Syria"", ""label"": ""LOC""}, {""text"": ""Turkiye"", ""label"": ""PER""}, {""text"": ""USUS-"", ""label"": ""LOC""}, {""text"": ""Jordan"", ""label"": ""LOC""}, {""text"": ""Zeya"", ""label"": ""PER""}, {""text"": ""Muscat"", ""label"": ""LOC""}, {""text"": ""omani"", ""label"": ""LOC""}]"
"July 28, 2023","[{""text"": ""Matthew Miller"", ""label"": ""PER""}, {""text"": ""Antony J Blinken"", ""label"": ""PER""}, {""text"": ""Australian"", ""label"": ""MISC""}, {""text"": ""Anthony Albanese"", ""label"": ""PER""}, {""text"": ""US-"", ""label"": ""LOC""}, {""text"": ""Australia"", ""label"": ""LOC""}, {""text"": ""US-"", ""label"": ""LOC""}, {""text"": ""Australia"", ""label"": ""LOC""}, {""text"": ""Indo Pacific"", ""label"": ""LOC""}, {""text"": ""Blinken"", ""label"": ""PER""}, {""text"": ""Albanese"", ""label"": ""PER""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Australia"", ""label"": ""LOC""}, {""text"": ""UKkus"", ""label"": ""LOC""}, {""text"": ""Blinken"", ""label"": ""PER""}, {""text"": ""Albanese"", ""label"": ""PER""}, {""text"": ""Australia"", ""label"": ""LOC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Albanese"", ""label"": ""PER""}]"
"October 4, 2022","[{""text"": ""Arms Control"", ""label"": ""ORG""}, {""text"": ""International Security"", ""label"": ""ORG""}, {""text"": ""Bonnie D Jenkins"", ""label"": ""PER""}, {""text"": ""Tbilisi Georgia"", ""label"": ""LOC""}, {""text"": ""Tbilisi"", ""label"": ""LOC""}, {""text"": ""Biosafety Association Central Asia"", ""label"": ""ORG""}, {""text"": ""Caucasus Region Conference"", ""label"": ""MISC""}, {""text"": ""COVID"", ""label"": ""MISC""}, {""text"": ""-"", ""label"": ""MISC""}, {""text"": ""19"", ""label"": ""MISC""}]"
"May 10, 2023","[{""text"": ""Governments"", ""label"": ""ORG""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Spain"", ""label"": ""LOC""}, {""text"": ""Spain"", ""label"": ""LOC""}, {""text"": ""Global Equality Fund"", ""label"": ""ORG""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Spain"", ""label"": ""LOC""}, {""text"": ""Spain"", ""label"": ""LOC""}, {""text"": ""Global Equality Fund"", ""label"": ""ORG""}, {""text"": ""Blinken"", ""label"": ""PER""}, {""text"": ""Albares"", ""label"": ""PER""}, {""text"": ""The"", ""label"": ""ORG""}, {""text"": ""Global Equality Fund"", ""label"": ""ORG""}, {""text"": ""GEF"", ""label"": ""ORG""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Spain"", ""label"": ""LOC""}, {""text"": ""GEF"", ""label"": ""MISC""}, {""text"": ""Partnership"", ""label"": ""ORG""}, {""text"": ""Global Equality Fund"", ""label"": ""ORG""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Spain"", ""label"": ""LOC""}, {""text"": ""Global Equality Fund"", ""label"": ""ORG""}, {""text"": ""Governments of Argentina Australia Canada Chile Croatia"", ""label"": ""ORG""}, {""text"": ""Netherlands"", ""label"": ""LOC""}, {""text"": ""Spain"", ""label"": ""ORG""}, {""text"": ""Sweden"", ""label"": ""LOC""}, {""text"": ""United States of America"", ""label"": ""LOC""}, {""text"": ""Uruguay"", ""label"": ""LOC""}, {""text"": ""Arcus Foundation"", ""label"": ""ORG""}, {""text"": ""John D Evans Foundation"", ""label"": ""ORG""}, {""text"": ""M"", ""label"": ""ORG""}, {""text"": ""*"", ""label"": ""ORG""}, {""text"": ""A"", ""label"": ""ORG""}, {""text"": ""*"", ""label"": ""ORG""}, {""text"": ""C AIDS FundP"", ""label"": ""ORG""}, {""text"": ""Royal Bank of Canada Hilton Worldwide Bloomberg L P"", ""label"": ""ORG""}]"
"September 23, 2022","[{""text"": ""THOMAS"", ""label"": ""PER""}, {""text"": ""COVID"", ""label"": ""MISC""}, {""text"": ""-"", ""label"": ""MISC""}, {""text"": ""19"", ""label"": ""MISC""}, {""text"": ""Global Action Plan"", ""label"": ""MISC""}, {""text"": ""Blinken"", ""label"": ""PER""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Albares Bueno"", ""label"": ""PER""}, {""text"": ""Kwape"", ""label"": ""PER""}, {""text"": ""Momen"", ""label"": ""PER""}, {""text"": ""COVID"", ""label"": ""MISC""}, {""text"": ""-"", ""label"": ""MISC""}, {""text"": ""19"", ""label"": ""MISC""}, {""text"": ""Global Action Plan"", ""label"": ""MISC""}, {""text"": ""COVID"", ""label"": ""MISC""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""COVID"", ""label"": ""MISC""}, {""text"": ""19"", ""label"": ""MISC""}, {""text"": ""USA"", ""label"": ""MISC""}, {""text"": ""Global Fund"", ""label"": ""ORG""}, {""text"": ""CO"", ""label"": ""MISC""}, {""text"": ""USA"", ""label"": ""LOC""}]"
"July 28, 2021","[{""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Turkey"", ""label"": ""MISC""}, {""text"": ""al Qa ' ida"", ""label"": ""MISC""}, {""text"": ""al Qa ' ida"", ""label"": ""MISC""}, {""text"": ""Syria basedhrir Al Sham"", ""label"": ""MISC""}, {""text"": ""al"", ""label"": ""ORG""}, {""text"": ""Qa ' ida"", ""label"": ""MISC""}, {""text"": ""al"", ""label"": ""ORG""}, {""text"": ""Qa"", ""label"": ""MISC""}, {""text"": ""' ida"", ""label"": ""ORG""}, {""text"": ""HTS"", ""label"": ""ORG""}, {""text"": ""al Qa"", ""label"": ""ORG""}, {""text"": ""' ida HTS"", ""label"": ""ORG""}, {""text"": ""United States"", ""label"": ""LOC""}, {""text"": ""Department of the Treasury"", ""label"": ""ORG""}]"
"August 1, 2022","[{""text"": ""Mohammed VI"", ""label"": ""PER""}, {""text"": ""Morocco"", ""label"": ""LOC""}, {""text"": ""Throne Day"", ""label"": ""MISC""}, {""text"": ""US-"", ""label"": ""LOC""}, {""text"": ""Morocco"", ""label"": ""LOC""}, {""text"": ""Mohammed VI"", ""label"": ""PER""}, {""text"": ""Moroccans"", ""label"": ""MISC""}]"
"April 26, 2023","[{""text"": ""State Department"", ""label"": ""ORG""}, {""text"": ""Commercial and Business Affairs"", ""label"": ""ORG""}, {""text"": ""Dilawar Syed"", ""label"": ""PER""}, {""text"": ""Commercial"", ""label"": ""ORG""}, {""text"": ""Diplomacy"", ""label"": ""MISC""}, {""text"": ""USA"", ""label"": ""ORG""}, {""text"": ""Reno Nevada"", ""label"": ""LOC""}, {""text"": ""Irvine California"", ""label"": ""LOC""}, {""text"": ""Syed"", ""label"": ""PER""}, {""text"": ""USCities Summit of the"", ""label"": ""LOC""}, {""text"": ""Americas"", ""label"": ""LOC""}, {""text"": ""Denver Colorado"", ""label"": ""LOC""}, {""text"": ""Houston Seattle"", ""label"": ""LOC""}, {""text"": ""Detroit"", ""label"": ""LOC""}, {""text"": ""USAmerican"", ""label"": ""LOC""}, {""text"": ""Syed"", ""label"": ""PER""}, {""text"": ""African"", ""label"": ""MISC""}, {""text"": ""European"", ""label"": ""MISC""}, {""text"": ""Cabo Verde Portugal Moldova"", ""label"": ""LOC""}, {""text"": ""Albania"", ""label"": ""LOC""}, {""text"": ""USReno"", ""label"": ""LOC""}, {""text"": ""Irvine"", ""label"": ""LOC""}, {""text"": ""America"", ""label"": ""LOC""}, {""text"": ""Syed"", ""label"": ""PER""}, {""text"": ""America"", ""label"": ""LOC""}, {""text"": ""Nevada Battery Coalition"", ""label"": ""ORG""}, {""text"": ""Fortune 1000"", ""label"": ""MISC""}, {""text"": ""Irvine"", ""label"": ""ORG""}, {""text"": ""Inflation Reduction Act"", ""label"": ""MISC""}, {""text"": ""Ukraine"", ""label"": ""LOC""}, {""text"": ""Asian"", ""label"": ""MISC""}, {""text"": ""European"", ""label"": ""MISC""}, {""text"": ""Syed"", ""label"": ""PER""}, {""text"": ""USState Department"", ""label"": ""LOC""}, {""text"": ""Direct Linean"", ""label"": ""ORG""}, {""text"": ""Department of Commerce"", ""label"": ""ORG""}, {""text"": ""Export Assistance Centers"", ""label"": ""ORG""}, {""text"": ""US"", ""label"": ""LOC""}]"
